arquivo,mean,median,max,min,std,cv,mean_abs_diff,std_diff,max_diff,peak_count,peak_ratio,autocorr_lag1,autocorr_lag60,entropy,cluster
Andrey--13-01-2025--2025-01-16.json,1137.3638848275248,1147.8175,4126.494166666666,220.11866666666668,661.611181978326,0.5817058118375685,102.2200751648685,262.0626657332964,2409.3568333333333,71.0,0.0493055555555555,0.921591253796724,0.3356180744383883,3.110678399967433,0
ISEA--22-09-2025--2025-09-24.json,87661.18911805557,90158.56,123713.95,59361.15,14374.897387637464,0.1639824594243003,4540.992835302293,6719.327777305492,26224.210000000006,5.0,0.0034722222222222,0.890757883758808,0.7006565109535472,3.643029307526078,3
EvaldoIlum-data--03-11-2025--2025-11-08.json,10349.99140972222,3689.21,21547.62,240.0,10292.212180707464,0.9944174611622882,43.35690062543433,386.2476824181797,8576.12,0.0,0.0,0.999295753066636,0.8496135528950147,1.152167835461176,2
Polpa1--18-08-2025--2025-08-20.json,87333.34640277777,111211.615,192519.88,-123702.28,90477.14335628848,1.0359976696531432,9340.523231410702,21188.31127290327,167008.19,0.0,0.0,0.9725769440277704,0.674716004327448,3.317585882907894,1
Andrey--13-01-2025--2025-01-17.json,505.74618692908655,358.73725,3629.9125,168.23433333333332,375.8730513099925,0.7432049138962579,32.25328315381052,125.83424998873794,1555.6935,83.0,0.0576388888888888,0.9439814614168168,0.1722011567205587,2.2245320496453327,0
UPADina--04-08-2025--2025-08-10.json,16226.69820486111,16374.225,26574.045,8444.8,3461.1456960324945,0.213299443444115,1016.601935371786,1371.8272011417273,6683.09,36.0,0.025,0.9215055565959612,0.7054802214950756,3.632138963922375,0
RC02--14-07-2025--2025-07-14.json,-8844.159607445987,-9083.963333333331,4742.298666666667,-18685.862166666662,3666.330900221249,-0.4145482513832663,980.6642922168172,1314.924740268482,7139.046166666667,36.0,0.025,0.9357176534698745,-0.0893185479114889,3.440679332209329,0
DrEdigley--06-01-2025--2025-01-10.json,52103.23200694445,53734.0425,83093.68,20794.085,16284.655523441796,0.3125459764429074,4507.89585476025,5696.97807632919,20865.21,0.0,0.0,0.9387465993603044,0.8112715984064562,3.761222108821462,3
UPADina--04-08-2025--2025-08-05.json,15081.440923611111,15144.39,27809.895,7818.934999999999,2496.9766702605507,0.1655661871374206,986.6576719944406,1302.9562642983924,6827.809999999998,37.0,0.0256944444444444,0.863930455742081,0.473268028119875,3.221700975216746,0
ISEA--22-09-2025--2025-09-22.json,82547.95817361111,85339.475,118258.99,53248.92,15441.286429017757,0.1870583691063847,4440.817380125088,6604.4715625912295,27934.39,13.0,0.0090277777777777,0.9085593108734008,0.7507586247877677,3.693475000693724,3
Andrey--13-01-2025--2025-01-18.json,263.2199236530162,278.2325833333333,1154.1011666666668,98.45566666666669,91.07462592064996,0.3460020224027838,10.898030162939897,47.18132814953323,464.4681666666666,24.0,0.0166666666666666,0.8658583213473642,0.0799456741937035,1.7657574462229697,2
EvaldoIlum-data--03-11-2025--2025-11-04.json,10759.279326388889,10320.0,21622.45,0.0,10272.972810808116,0.95480119989189,33.05728283530228,312.78911073669724,8094.48,0.0,0.0,0.9995364521802688,0.8865933854389594,1.113652034434717,2
Polpa1--18-08-2025--2025-08-24.json,20813.13022916667,45932.845,117255.55,-190879.73,97360.5611082284,4.677843267025317,9273.205795691452,22634.682407111024,193261.88,0.0,0.0,0.972978661238957,0.8228095905396904,3.147538108299984,1
ISEA--22-09-2025--2025-09-23.json,86169.06493055556,88330.17499999999,128843.74,53482.59,16621.027786710078,0.1928885708589865,4526.472550382209,6654.035135519619,23761.12999999999,9.0,0.00625,0.9199038445107324,0.7776169448107175,3.651641988496828,3
UPADina--04-08-2025--2025-08-08.json,17759.995416666665,17860.805,29852.81,7991.434999999999,4110.892302277108,0.2314692208996455,1082.713533703961,1465.871833582388,6918.98,26.0,0.0180555555555555,0.9364605218177002,0.7074906717317484,3.615956550259454,0
PDC--09-06-2025--2025-06-11.json,5442.767809027778,1385.9375,11231.245,207.205,5195.06026284135,0.9544886802307528,48.84417651146632,308.7302494207672,5923.764999999999,0.0,0.0,0.9982340401539456,0.8091696270959966,1.4866961947137525,2
Polpa1--18-08-2025--2025-08-21.json,77250.96929166667,96131.19,193739.22,-110374.51,93102.56602880132,1.2051960885731516,11542.311111883251,26212.144211278108,172567.43,0.0,0.0,0.9603603344268548,0.7235278188154486,3.4517968330871747,1
RestDistrito--19-05-2025--2025-05-21.json,1717.171671229185,2837.731333333333,5305.510333333334,-7556.648666666666,2418.309358353009,1.408309605190456,124.5787378966875,287.84825865575675,2014.8663333333336,0.0,0.0,0.9929190363168876,0.7940371628388451,2.830016943396892,2
DrEdigley--06-01-2025--2025-01-08.json,53057.239034722224,54376.745,91405.29,18699.275,18238.89969284812,0.3437589295008744,4506.794148714385,5725.416057856146,17163.045000000013,2.0,0.0013888888888888,0.9507064867232694,0.8470636397715068,3.7269858239225178,3
Andrey--13-01-2025--2025-01-15.json,806.5659297431779,509.36275,4394.053833333333,158.05983333333333,647.2233006386186,0.8024431441639294,62.54409186443449,217.1587774603913,2684.7568333333334,89.0,0.0618055555555555,0.9437312838428564,0.2414774335673842,2.724661044480696,0
DrEdigley--06-01-2025--2025-01-11.json,48392.83288194444,48596.0175,80443.95,20977.725,14980.621410760954,0.3095628116524313,4518.202133425991,5702.147533040495,18245.555,9.0,0.00625,0.9275113462913828,0.7757490491516199,3.791807841255981,3
LSD--03-03-2025--2025-03-04.json,17263.09923152529,17087.721,23545.8275,13810.901833333332,2033.8247638565056,0.117813420208024,604.8463944869123,911.5544704151828,3816.0233333333326,43.0,0.0298611111111111,0.899519654948757,0.5643648830743742,3.4354122208083666,0
RestDistrito--19-05-2025--2025-05-22.json,1541.391308917683,3111.2855,5160.468833333333,-13087.440166666667,3311.826153164304,2.1485953203471517,324.2690445911512,898.0863295644763,9785.005166666668,0.0,0.0,0.9632515653148797,0.6924852286726919,2.74679054327916,2
CentroCultural--06-10-2025--2025-10-06.json,1558.2722256944444,1574.6575,4549.24,179.115,1081.9976853800756,0.6943572936351882,43.45305072967337,135.21997282437758,1219.89,26.0,0.0180555555555555,0.9921919359546733,0.734344283423953,3.3051650357910662,0
Fellype--22-09-2025--2025-09-25.json,120.91597114981316,87.37741666666666,4543.154333333334,12.6035,259.68482811190074,2.147647044823838,15.997581962040869,157.4883681453559,3171.7683333333325,9.0,0.00625,0.8162256481950624,0.0362740646065029,0.887588476055325,2
AlfredoVolpi--08-12-2025--2025-12-09.json,19319.021159722222,14561.08,71226.33,-10789.78,16547.662111174144,0.8565476467137983,4267.244280750521,6106.291102851963,22559.27,71.0,0.0493055555555555,0.9319606695226365,0.7782951225207195,3.5252455300925454,0
RestDistrito--19-05-2025--2025-05-24.json,793.5763876098554,3096.3825,4299.016166666666,-16503.076,3792.574623896946,4.779092073693961,435.8412387074357,1204.1328183428548,10745.581833333334,0.0,0.0,0.9496147991856094,0.7270523686925229,2.8250020786555394,2
RC02--14-07-2025--2025-07-17.json,-7741.537089236112,-7498.207166666667,9279.203833333331,-18025.614500000003,4110.687271149089,-0.5309910969572977,964.7434014361826,1298.4157677252592,7466.740500000002,25.0,0.0173611111111111,0.9501023283796698,0.1017564208922244,3.375568894680829,0
PlinioLemos--06-01-2025--2025-01-07.json,6542.709458333333,4774.505,19832.885,-2097.69,5268.376396158767,0.8052285417394668,452.0636726893676,1072.0463876118954,8647.935,60.0,0.0416666666666666,0.9793092804284904,0.7466457385279439,3.108052208887996,0
EvaldoIlum-data--03-11-2025--2025-11-03.json,10615.672833333332,10141.26,22000.0,0.0,10395.219137020888,0.9792331866501937,33.52479499652537,309.7250299864741,8012.09,0.0,0.0,0.9995561175524512,0.8777310552634027,1.444604396350516,2
Fellype--22-09-2025--2025-09-28.json,106.95917507885046,87.5895,4533.2135,11.1575,232.2131487468193,2.1710446866819173,10.09333200433446,138.3711276237753,3619.956166666667,6.0,0.0041666666666666,0.8225828083135843,0.0148728196786324,0.8742477895265601,2
PDC--09-06-2025--2025-06-13.json,5228.537052083333,3763.03,10856.035,236.34,4826.867364336722,0.9231774234847272,31.67992008339125,102.66905772703866,1547.0500000000002,0.0,0.0,0.9997737862629812,0.857207068024567,1.63284159761015,2
UPADina--04-08-2025--2025-08-09.json,17000.457961805554,17517.7025,30014.595,7366.215,3228.570092905272,0.1899107718250184,989.264933981932,1360.9226206593758,6787.349999999999,34.0,0.0236111111111111,0.9112028706870392,0.5698027703848516,3.305958540898917,0
ISEA--22-09-2025--2025-09-28.json,75731.64148611111,75018.98999999999,114576.23,49621.87,13845.378088625095,0.1828215765158647,4462.733384294649,6560.259181779379,24330.36,39.0,0.0270833333333333,0.8878224574530157,0.6820661324523042,3.688009118172465,3
LSD--03-03-2025--2025-03-07.json,22790.67414696056,17864.093249999998,43671.1795,13444.178833333332,8357.890832664718,0.366724160012588,1045.8335982698095,1448.028902636598,5920.105666666666,61.0,0.0423611111111111,0.9849979888934192,0.8450376656699922,3.465878626972472,0
PlinioLemos--06-01-2025--2025-01-12.json,2453.2688854166668,3791.0575,6399.875,-7460.01,2706.6523526997507,1.1032840178218168,136.01772411396803,319.8086059313256,3156.105,0.0,0.0,0.9930216445637216,0.8399543816348858,3.06758531805725,2
ssmoveis--12-05-2025--2025-05-14.json,43489.07266666667,33448.895000000004,127665.88,-11837.68,36932.10033176377,0.8492271291880488,4233.806018068102,8539.288339752486,61410.62,8.0,0.0055555555555555,0.9732682652430942,0.5823613400935524,3.2107257138553877,3
